ID,Area,AreaReal,Perimeter,BoundingBox_1,BoundingBox_2,BoundingBox_3,BoundingBox_4,BoundingBoxArea,BoundingBoxAreaReal,Diameter,DiameterReal,Centroid_1,Centroid_2
1084,218,0.0124471065498229,140,525,356,544,382,494,0.0282058286037271,27.2029410174709,0.205552052012513,534.5,369
1085,164,0.00936387832188512,124,220,359,239,376,323,0.0184422725485908,19.4164878389476,0.14671571414313,229.5,367.5
1086,155,0.00885000695056215,100,253,359,271,377,324,0.0184993693676267,19.6977156035922,0.148840739671379,262,368
1096,198,0.0113051701691052,140,417,357,436,377,380,0.0216967912336362,21.0237960416286,0.158860926642964,426.5,367
1100,166,0.00947807195995689,118,719,354,735,376,352,0.0200980803006315,22.561028345357,0.17047662857197,727,365
1110,222,0.0126754938259664,130,309,365,328,384,361,0.0206119516719544,20.2484567313166,0.153002273854714,318.5,374.5
1111,79,0.0045106487038349,68,925,365,942,380,255,0.0145596888541506,18.3847763108502,0.138919850396295,933.5,372.5
1112,186,0.0106200083406746,126,195,366,220,388,550,0.0314032504697367,27.459060435492,0.207487352754468,207.5,377
1118,267,0.0152448506825813,134,671,367,690,389,418,0.0238664703569999,23.0217288664427,0.173957793987562,680.5,378
1122,383,0.0218680816907439,180,360,368,385,394,650,0.0371129323733252,30.8058436014987,0.232776462008199,372.5,381
1126,187,0.0106771051597105,110,153,369,172,393,456,0.0260361494803635,25,0.188906092801233,162.5,381
1137,64,0.00365419641829663,58,1022,369,1034,384,180,0.0102774274264593,17,0.128456143104838,1028,376.5
1138,371,0.0211829198623133,184,696,370,719,398,644,0.0367703514591099,29.6816441593117,0.224281737042084,707.5,384
1145,480,0.0274064731372247,250,780,371,813,406,1155,0.065946825986447,39.0512483795333,0.295080750015524,796.5,388.5
1153,139,0.007936457845988,90,241,374,261,389,300,0.0171290457107655,21.1896201004171,0.160113933644491,251,381.5
1165,227,0.0129609779211459,154,457,363,477,391,560,0.0319742186600955,30.4630924234556,0.230186550574314,467,377
1177,224,0.0127896874640382,126,265,382,289,405,552,0.0315174441078084,25.298221281347,0.191159525483211,277,393.5
1181,111,0.00633774691298322,92,590,383,606,400,272,0.0155303347777607,17.2626765016321,0.130440990768599,598,391.5
1184,162,0.00924968468381335,100,573,384,585,403,228,0.0130180747401818,19.1049731745428,0.14436183341901,579,393.5
1191,383,0.0218680816907439,196,819,366,843,393,648,0.0369987387352534,27.1661554144122,0.205274091030707,831,379.5
1198,292,0.0166722711584784,144,530,387,555,408,525,0.0299758299938396,25.6124969497314,0.19353426902629,542.5,397.5
1207,65,0.00371129323733252,66,344,390,355,404,154,0.00879291013152627,15.8113883008419,0.119474703427007,349.5,397
1219,983,0.0561261731122748,526,715,393,763,461,3264,0.186364017333128,78.390050389064,0.592334325339594,739,427
1227,152,0.0086787164934545,96,847,379,861,401,308,0.0175858202630525,22.0907220343745,0.166922879466872,854,390
1230,266,0.0151877538635454,154,685,396,707,419,506,0.0288909904321577,27.0185121722126,0.204158462710209,696,407.5
1241,233,0.0133035588353612,130,158,401,176,427,468,0.0267213113087941,26.3058928759318,0.198773737633603,167,414
